scenario,domain,dimension,indicator,date,value,BAU_low,BAU_high,boundary
bau,ecological,chemical pollution,chemicalsMt,2025,2788.9411764705883,2788.9411764705883,2788.9411764705883,NA
bau,ecological,chemical pollution,chemicalsMt,2026,2853.0588235294117,2853.0588235294117,2853.0588235294117,NA
bau,ecological,chemical pollution,chemicalsMt,2027,2917.176470588235,2917.176470588235,2917.176470588235,NA
bau,ecological,chemical pollution,chemicalsMt,2028,2981.2941176470586,2981.2941176470586,2981.2941176470586,NA
bau,ecological,chemical pollution,chemicalsMt,2029,3045.411764705882,3045.411764705882,3045.411764705882,NA
bau,ecological,chemical pollution,chemicalsMt,2030,3109.5294117647054,3109.5294117647054,3109.5294117647054,NA
historical,ecological,chemical pollution,chemicalsMt_Hzd,2000,908.8317999999999,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2001,957.9651529411764,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2002,1007.0985058823529,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2003,1056.2318588235296,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2004,1105.365211764706,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2005,1154.4985647058822,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2006,1203.6319176470588,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2007,1252.7652705882351,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2008,1301.8986235294117,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2009,1351.0319764705882,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2010,1400.1653294117648,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2011,1449.2986823529413,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2012,1498.4320352941177,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2013,1547.565388235294,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2014,1596.6987411764705,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2015,1645.832094117647,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2016,1694.9654470588237,NA,NA,60
historical,ecological,chemical pollution,chemicalsMt_Hzd,2017,1744.0988,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2018,1793.2321529411763,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2019,1842.3655058823526,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2020,1891.4988588235294,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2021,1940.6322117647057,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2022,1989.7655647058823,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2023,2038.8989176470586,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2024,2088.032270588235,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2025,2137.1656235294117,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2026,2186.298976470588,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2027,2235.4323294117644,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2028,2284.5656823529407,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2029,2333.6990352941175,NA,NA,60
bau,ecological,chemical pollution,chemicalsMt_Hzd,2030,2382.832388235294,NA,NA,60
historical,ecological,chemical pollution,EUshare_hzdHealth,2000,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2001,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2002,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2003,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2004,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2005,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2006,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2007,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2008,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2009,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2010,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2011,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2012,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2013,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2014,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2015,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2016,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2017,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2018,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2019,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2020,76.63,NA,NA,NA
historical,ecological,chemical pollution,EUshare_hzdHealth,2021,76.63,NA,NA,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2022,76.63,76.63,76.63,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2023,76.63,76.63,76.63,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2024,76.63,76.63,76.63,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2025,76.63,76.63,76.63,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2026,76.63,76.63,76.63,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2027,76.63,76.63,76.63,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2028,76.63,76.63,76.63,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2029,76.63,76.63,76.63,NA
bau,ecological,chemical pollution,EUshare_hzdHealth,2030,76.63,76.63,76.63,NA
historical,ecological,nutrient pollution,nitrogenMt,2000,132.2432713,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2001,134.93367778,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2002,137.62408426000002,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2003,140.31449074,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2004,143.00489722,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2005,145.6953037,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2006,148.6046776,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2007,151.5140515,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2008,154.4234254,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2009,157.3327993,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2010,160.2421732,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2011,163.24602382,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2012,166.24987444,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2013,169.25372506,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2014,172.25757568,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2015,175.2614263,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2016,178.13090856,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2017,181.00039082,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2018,183.86987308,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2019,186.73935534,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2020,189.6088376,NA,NA,62
historical,ecological,nutrient pollution,nitrogenMt,2021,191.97349848,NA,NA,62
bau,ecological,nutrient pollution,nitrogenMt,2022,194.3548248687162,194.21673248092267,194.49291725650974,62
bau,ecological,nutrient pollution,nitrogenMt,2023,196.73610077257615,196.43061694526546,197.04158459988685,62
bau,ecological,nutrient pollution,nitrogenMt,2024,199.1173766764361,198.60768953295002,199.62706381992217,62
bau,ecological,nutrient pollution,nitrogenMt,2025,201.49865258029604,200.7527490155816,202.24455614501048,62
bau,ecological,nutrient pollution,nitrogenMt,2026,203.879928484156,202.86902713716142,204.8908298311506,62
bau,ecological,nutrient pollution,nitrogenMt,2027,206.26120438801595,204.95883162997737,207.56357714605454,62
bau,ecological,nutrient pollution,nitrogenMt,2028,208.6424802918759,207.02389870751082,210.26106187624097,62
bau,ecological,nutrient pollution,nitrogenMt,2029,211.02375619573584,209.0655860328256,212.9819263586461,62
bau,ecological,nutrient pollution,nitrogenMt,2030,213.4050320995958,211.08498641328111,215.72507778591046,62
historical,ecological,nutrient pollution,phosphorusMt,2000,13.549286446478872,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2001,14.09326414225352,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2002,14.637241838028167,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2003,15.181219533802816,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2004,15.725197229577464,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2005,16.26917492535211,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2006,16.690833231549295,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2007,17.11249153774648,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2008,17.53414984394366,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2009,17.955808150140843,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2010,18.377466456338027,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2011,18.772538909295772,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2012,19.16761136225352,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2013,19.562683815211265,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2014,19.957756268169014,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2015,20.35282872112676,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2016,20.875580629577463,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2017,21.398332538028168,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2018,21.921084446478872,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2019,22.443836354929577,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2020,22.96658826338028,NA,NA,6.2
historical,ecological,nutrient pollution,phosphorusMt,2021,23.069493470704224,NA,NA,6.2
bau,ecological,nutrient pollution,phosphorusMt,2022,23.195547256409697,23.089432357589462,23.30166215522993,6.2
bau,ecological,nutrient pollution,phosphorusMt,2023,23.316336620234996,23.089230837389234,23.543442403080757,6.2
bau,ecological,nutrient pollution,phosphorusMt,2024,23.432117846641905,23.06228025248602,23.80195544079779,6.2
bau,ecological,nutrient pollution,phosphorusMt,2025,23.543098581731105,23.013145866047093,24.073051297415116,6.2
bau,ecological,nutrient pollution,phosphorusMt,2026,23.649477862234253,22.945140921063057,24.35381480340545,6.2
bau,ecological,nutrient pollution,phosphorusMt,2027,23.751446472473425,22.860782399084055,24.642110545862796,6.2
bau,ecological,nutrient pollution,phosphorusMt,2028,23.84918728652039,22.762069049440193,24.936305523600588,6.2
bau,ecological,nutrient pollution,phosphorusMt,2029,23.94287559616937,22.650640485433154,25.235110706905584,6.2
bau,ecological,nutrient pollution,phosphorusMt,2030,24.03267942531146,22.527874095489864,25.537484755133057,6.2
historical,ecological,air pollution,interhemAOD,2000,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2001,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2002,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2003,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2004,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2005,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2006,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2007,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2008,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2009,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2010,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2011,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2012,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2013,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2014,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2015,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2016,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2017,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2018,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2019,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2020,0.08,NA,NA,0.1
historical,ecological,air pollution,interhemAOD,2021,0.08,NA,NA,0.1
bau,ecological,air pollution,interhemAOD,2022,0.08,0.08,0.08,0.1
bau,ecological,air pollution,interhemAOD,2023,0.08,0.08,0.08,0.1
bau,ecological,air pollution,interhemAOD,2024,0.08,0.08,0.08,0.1
bau,ecological,air pollution,interhemAOD,2025,0.08,0.08,0.08,0.1
bau,ecological,air pollution,interhemAOD,2026,0.08,0.08,0.08,0.1
bau,ecological,air pollution,interhemAOD,2027,0.08,0.08,0.08,0.1
bau,ecological,air pollution,interhemAOD,2028,0.08,0.08,0.08,0.1
bau,ecological,air pollution,interhemAOD,2029,0.08,0.08,0.08,0.1
bau,ecological,air pollution,interhemAOD,2030,0.08,0.08,0.08,0.1
historical,ecological,freshwater disruption,soilDev,2000,15.434,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2001,16.371,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2002,15.837,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2003,16.021,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2004,16.015,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2005,17.355,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2006,16.83,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2007,17.016,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2008,18.441,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2009,18.957,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2010,18.677,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2011,18.211,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2012,17.812,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2013,19.739,NA,NA,11.1
historical,ecological,freshwater disruption,soilDev,2014,19.253,NA,NA,11.1
bau,ecological,freshwater disruption,soilDev,2015,19.253,NA,NA,11.1
bau,ecological,freshwater disruption,soilDev,2016,19.253,NA,NA,11.1
bau,ecological,freshwater disruption,soilDev,2017,19.253,NA,NA,11.1
bau,ecological,freshwater disruption,soilDev,2018,19.253,NA,NA,11.1
bau,ecological,freshwater disruption,soilDev,2019,19.253,NA,NA,11.1
bau,ecological,freshwater disruption,soilDev,2020,19.253,NA,NA,11.1
bau,ecological,freshwater disruption,soilDev,2021,19.253,NA,NA,11.1
bau,ecological,freshwater disruption,soilDev,2022,19.253,16.971625375410888,21.534374624589113,11.1
bau,ecological,freshwater disruption,soilDev,2023,19.253,16.833236798789187,21.672763201210813,11.1
bau,ecological,freshwater disruption,soilDev,2024,19.253,16.702345628637843,21.80365437136216,11.1
bau,ecological,freshwater disruption,soilDev,2025,19.253,16.577851126691492,21.92814887330851,11.1
bau,ecological,freshwater disruption,soilDev,2026,19.253,16.458898128811573,22.047101871188428,11.1
bau,ecological,freshwater disruption,soilDev,2027,19.253,16.344806567851176,22.161193432148824,11.1
bau,ecological,freshwater disruption,soilDev,2028,19.253,16.235025047981935,22.270974952018065,11.1
bau,ecological,freshwater disruption,soilDev,2029,19.253,16.12909913998166,22.376900860018342,11.1
bau,ecological,freshwater disruption,soilDev,2030,19.253,16.02664906505225,22.47935093494775,11.1
historical,ecological,freshwater disruption,blueDev,2000,17.826,NA,NA,10.2
historical,ecological,freshwater disruption,blueDev,2001,18.639,NA,NA,10.2
historical,ecological,freshwater disruption,blueDev,2002,19.002,NA,NA,10.2
historical,ecological,freshwater disruption,blueDev,2003,17.695,NA,NA,10.2
historical,ecological,freshwater disruption,blueDev,2004,16.962,NA,NA,10.2
historical,ecological,freshwater disruption,blueDev,2005,18.596,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2006,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2007,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2008,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2009,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2010,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2011,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2012,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2013,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2014,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2015,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2016,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2017,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2018,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2019,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2020,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2021,18.2,NA,NA,10.2
bau,ecological,freshwater disruption,blueDev,2022,18.2,17.3956024151357,18.84439758486431,10.2
bau,ecological,freshwater disruption,blueDev,2023,18.2,17.3956024151357,18.84439758486431,10.2
bau,ecological,freshwater disruption,blueDev,2024,18.2,17.3956024151357,18.84439758486431,10.2
bau,ecological,freshwater disruption,blueDev,2025,18.2,17.3956024151357,18.84439758486431,10.2
