domain,dimension,indicator,indicatorCode,date,ratio,.fitted
ecological,ocean acidification,omega_a,acid,2015,-0.18405797101449284,-0.15891537573957248
ecological,ocean acidification,omega_a,acid,2016,-0.15362318840579725,-0.14614031211384715
ecological,ocean acidification,omega_a,acid,2017,-0.1304347826086959,-0.1333652484881218
ecological,ocean acidification,omega_a,acid,2018,-0.10724637681159399,-0.12059018486239659
ecological,ocean acidification,omega_a,acid,2019,-0.11159420289855071,-0.10781512123667136
ecological,ocean acidification,omega_a,acid,2020,-0.09855072463768155,-0.09504005761094603
ecological,ocean acidification,omega_a,acid,2021,-0.07246376811594213,-0.0822649939852208
ecological,chemical pollution,chemicalsMt_Hzd,chem,2000,14.147196666666666,14.147196666666675
ecological,chemical pollution,chemicalsMt_Hzd,chem,2001,14.966085882352939,14.96608588235295
ecological,chemical pollution,chemicalsMt_Hzd,chem,2002,15.784975098039215,15.784975098039222
ecological,chemical pollution,chemicalsMt_Hzd,chem,2003,16.60386431372549,16.603864313725495
ecological,chemical pollution,chemicalsMt_Hzd,chem,2004,17.422753529411764,17.42275352941177
ecological,chemical pollution,chemicalsMt_Hzd,chem,2005,18.241642745098037,18.241642745098044
ecological,chemical pollution,chemicalsMt_Hzd,chem,2006,19.060531960784314,19.060531960784317
ecological,chemical pollution,chemicalsMt_Hzd,chem,2007,19.879421176470586,19.879421176470593
ecological,chemical pollution,chemicalsMt_Hzd,chem,2008,20.698310392156863,20.698310392156866
ecological,chemical pollution,chemicalsMt_Hzd,chem,2009,21.517199607843136,21.51719960784314
ecological,chemical pollution,chemicalsMt_Hzd,chem,2010,22.336088823529412,22.336088823529415
ecological,chemical pollution,chemicalsMt_Hzd,chem,2011,23.15497803921569,23.15497803921569
ecological,chemical pollution,chemicalsMt_Hzd,chem,2012,23.97386725490196,23.97386725490196
ecological,chemical pollution,chemicalsMt_Hzd,chem,2013,24.792756470588234,24.792756470588238
ecological,chemical pollution,chemicalsMt_Hzd,chem,2014,25.61164568627451,25.61164568627451
ecological,chemical pollution,chemicalsMt_Hzd,chem,2015,26.430534901960787,26.430534901960783
ecological,chemical pollution,chemicalsMt_Hzd,chem,2016,27.24942411764706,27.24942411764706
ecological,chemical pollution,chemicalsMt_Hzd,chem,2017,28.068313333333332,28.068313333333332
ecological,nutrient pollution,nitrogenMt,fertN,2000,1.1329559887096776,1.1228303977495848
ecological,nutrient pollution,nitrogenMt,fertN,2001,1.1763496416129033,1.1694707886621365
ecological,nutrient pollution,nitrogenMt,fertN,2002,1.2197432945161295,1.2161111795746882
ecological,nutrient pollution,nitrogenMt,fertN,2003,1.2631369474193548,1.2627515704872398
ecological,nutrient pollution,nitrogenMt,fertN,2004,1.3065306003225805,1.3093919613997915
ecological,nutrient pollution,nitrogenMt,fertN,2005,1.3499242532258067,1.3560323523123436
ecological,nutrient pollution,nitrogenMt,fertN,2006,1.3968496387096776,1.4026727432248949
ecological,nutrient pollution,nitrogenMt,fertN,2007,1.443775024193548,1.449313134137447
ecological,nutrient pollution,nitrogenMt,fertN,2008,1.4907004096774195,1.4959535250499987
ecological,nutrient pollution,nitrogenMt,fertN,2009,1.5376257951612904,1.5425939159625504
ecological,nutrient pollution,nitrogenMt,fertN,2010,1.5845511806451613,1.589234306875102
ecological,nutrient pollution,nitrogenMt,fertN,2011,1.6330003841935485,1.6358746977876537
ecological,nutrient pollution,nitrogenMt,fertN,2012,1.6814495877419358,1.6825150887002054
ecological,nutrient pollution,nitrogenMt,fertN,2013,1.7298987912903225,1.729155479612757
ecological,nutrient pollution,nitrogenMt,fertN,2014,1.7783479948387098,1.7757958705253087
ecological,nutrient pollution,nitrogenMt,fertN,2015,1.826797198387097,1.8224362614378604
ecological,nutrient pollution,nitrogenMt,fertN,2016,1.8730791703225806,1.8690766523504125
ecological,nutrient pollution,nitrogenMt,fertN,2017,1.9193611422580648,1.9157170432629638
ecological,nutrient pollution,nitrogenMt,fertN,2018,1.9656431141935484,1.962357434175516
ecological,nutrient pollution,nitrogenMt,fertN,2019,2.011925086129032,2.0089978250880676
ecological,nutrient pollution,nitrogenMt,fertN,2020,2.0582070580645158,2.0556382160006192
ecological,nutrient pollution,nitrogenMt,fertN,2021,2.0963467496774193,2.102278606913171
ecological,nutrient pollution,phosphorusMt,fertP,2000,1.1853687816901406,1.229294418304291
ecological,nutrient pollution,phosphorusMt,fertP,2001,1.2731071197183095,1.3015878895077968
ecological,nutrient pollution,phosphorusMt,fertP,2002,1.3608454577464784,1.3738813607113025
ecological,nutrient pollution,phosphorusMt,fertP,2003,1.4485837957746477,1.4461748319148082
ecological,nutrient pollution,phosphorusMt,fertP,2004,1.5363221338028166,1.5184683031183135
ecological,nutrient pollution,phosphorusMt,fertP,2005,1.6240604718309855,1.5907617743218192
ecological,nutrient pollution,phosphorusMt,fertP,2006,1.6920698760563377,1.663055245525325
ecological,nutrient pollution,phosphorusMt,fertP,2007,1.76007928028169,1.7353487167288306
ecological,nutrient pollution,phosphorusMt,fertP,2008,1.8280886845070419,1.8076421879323363
ecological,nutrient pollution,phosphorusMt,fertP,2009,1.8960980887323942,1.8799356591358416
ecological,nutrient pollution,phosphorusMt,fertP,2010,1.964107492957746,1.9522291303393473
ecological,nutrient pollution,phosphorusMt,fertP,2011,2.0278288563380276,2.024522601542853
ecological,nutrient pollution,phosphorusMt,fertP,2012,2.0915502197183096,2.0968160727463587
ecological,nutrient pollution,phosphorusMt,fertP,2013,2.155271583098591,2.1691095439498644
ecological,nutrient pollution,phosphorusMt,fertP,2014,2.218992946478873,2.24140301515337
ecological,nutrient pollution,phosphorusMt,fertP,2015,2.2827143098591547,2.313696486356876
ecological,nutrient pollution,phosphorusMt,fertP,2016,2.3670291338028164,2.3859899575603816
ecological,nutrient pollution,phosphorusMt,fertP,2017,2.4513439577464786,2.4582834287638873
ecological,nutrient pollution,phosphorusMt,fertP,2018,2.5356587816901404,2.5305768999673925
ecological,nutrient pollution,phosphorusMt,fertP,2019,2.6199736056338025,2.6028703711708983
ecological,nutrient pollution,phosphorusMt,fertP,2020,2.7042884295774647,2.675163842374404
ecological,nutrient pollution,phosphorusMt,fertP,2021,2.7208860436619715,2.7474573135779092
ecological,freshwater disruption,blueDev,H2Oblu,2000,0.7476470588235296,0.7938935574229695
ecological,freshwater disruption,blueDev,H2Oblu,2001,0.8273529411764706,0.7869243697478994
ecological,freshwater disruption,blueDev,H2Oblu,2002,0.8629411764705883,0.7799551820728294
ecological,freshwater disruption,blueDev,H2Oblu,2003,0.7348039215686275,0.7729859943977593
ecological,freshwater disruption,blueDev,H2Oblu,2004,0.6629411764705884,0.7660168067226891
ecological,freshwater disruption,blueDev,H2Oblu,2005,0.8231372549019609,0.7590476190476192
ecological,freshwater disruption,soilDev,H2Ogrn,2000,0.39045045045045046,0.396862612612612
ecological,freshwater disruption,soilDev,H2Ogrn,2001,0.4748648648648648,0.422080437580437
ecological,freshwater disruption,soilDev,H2Ogrn,2002,0.42675675675675673,0.447298262548262
ecological,freshwater disruption,soilDev,H2Ogrn,2003,0.44333333333333336,0.472516087516087
ecological,freshwater disruption,soilDev,H2Ogrn,2004,0.4427927927927928,0.49773391248391197
ecological,freshwater disruption,soilDev,H2Ogrn,2005,0.5635135135135136,0.522951737451737
ecological,freshwater disruption,soilDev,H2Ogrn,2006,0.516216216216216,0.5481695624195619
ecological,freshwater disruption,soilDev,H2Ogrn,2007,0.5329729729729729,0.5733873873873869
ecological,freshwater disruption,soilDev,H2Ogrn,2008,0.6613513513513514,0.5986052123552119
ecological,freshwater disruption,soilDev,H2Ogrn,2009,0.707837837837838,0.6238230373230369
ecological,freshwater disruption,soilDev,H2Ogrn,2010,0.6826126126126126,0.6490408622908621
ecological,freshwater disruption,soilDev,H2Ogrn,2011,0.6406306306306306,0.6742586872586869
ecological,freshwater disruption,soilDev,H2Ogrn,2012,0.604684684684685,0.6994765122265121
ecological,freshwater disruption,soilDev,H2Ogrn,2013,0.7782882882882884,0.7246943371943368
ecological,freshwater disruption,soilDev,H2Ogrn,2014,0.7345045045045047,0.749912162162162
ecological,land conversion,forestAreaMKM2,land,2000,0.5441452723857232,0.5449530640513736
ecological,land conversion,forestAreaMKM2,land,2001,0.5472761427676895,0.5478570479822831
ecological,land conversion,forestAreaMKM2,land,2002,0.5504070131496557,0.5507610319131924
ecological,land conversion,forestAreaMKM2,land,2003,0.5535378835316216,0.5536650158441019
ecological,land conversion,forestAreaMKM2,land,2004,0.5566687539135879,0.5565689997750112
ecological,land conversion,forestAreaMKM2,land,2005,0.5597996242955543,0.5594729837059207
ecological,land conversion,forestAreaMKM2,land,2006,0.5629304946775207,0.56237696763683
ecological,land conversion,forestAreaMKM2,land,2007,0.5654351909830935,0.5652809515677395
ecological,land conversion,forestAreaMKM2,land,2008,0.5685660613650592,0.5681849354986488
ecological,land conversion,forestAreaMKM2,land,2009,0.5716969317470255,0.5710889194295583
ecological,land conversion,forestAreaMKM2,land,2010,0.5748278021289919,0.5739929033604676
ecological,land conversion,forestAreaMKM2,land,2011,0.5773324984345647,0.5768968872913771
ecological,land conversion,forestAreaMKM2,land,2012,0.579837194740138,0.5798008712222864
ecological,land conversion,forestAreaMKM2,land,2013,0.5829680651221036,0.5827048551531959
ecological,land conversion,forestAreaMKM2,land,2014,0.5854727614276769,0.5856088390841052
ecological,land conversion,forestAreaMKM2,land,2015,0.5879774577332497,0.5885128230150147
ecological,land conversion,forestAreaMKM2,land,2016,0.5911083281152161,0.591416806945924
ecological,land conversion,forestAreaMKM2,land,2017,0.5942391984971824,0.5943207908768335
ecological,land conversion,forestAreaMKM2,land,2018,0.5967438948027552,0.5972247748077428
ecological,land conversion,forestAreaMKM2,land,2019,0.5998747651847214,0.6001287587386523
ecological,land conversion,forestAreaMKM2,land,2020,0.6030056355666873,0.6030327426695616
ecological,biodiversity breakdown,extinction1900,bio2,2000,9,8.999999999999993
ecological,biodiversity breakdown,extinction1900,bio2,2001,9,8.999999999999993
ecological,biodiversity breakdown,extinction1900,bio2,2002,9,8.999999999999993
ecological,biodiversity breakdown,extinction1900,bio2,2003,9,8.999999999999995
ecological,biodiversity breakdown,extinction1900,bio2,2004,9,8.999999999999995
ecological,biodiversity breakdown,extinction1900,bio2,2005,9,8.999999999999995
ecological,biodiversity breakdown,extinction1900,bio2,2006,9,8.999999999999995
ecological,biodiversity breakdown,extinction1900,bio2,2007,9,8.999999999999995
ecological,biodiversity breakdown,extinction1900,bio2,2008,9,8.999999999999995
ecological,biodiversity breakdown,extinction1900,bio2,2009,9,8.999999999999996
ecological,biodiversity breakdown,extinction1900,bio2,2010,9,8.999999999999996
ecological,biodiversity breakdown,extinction1900,bio2,2011,9,8.999999999999996
ecological,biodiversity breakdown,extinction1900,bio2,2012,9,8.999999999999996
ecological,biodiversity breakdown,extinction1900,bio2,2013,9,8.999999999999996
ecological,biodiversity breakdown,extinction1900,bio2,2014,9,8.999999999999996
ecological,biodiversity breakdown,extinction1900,bio2,2015,9,8.999999999999998
ecological,biodiversity breakdown,extinction1900,bio2,2016,9,8.999999999999998
ecological,biodiversity breakdown,extinction1900,bio2,2017,9,8.999999999999998
ecological,biodiversity breakdown,extinction1900,bio2,2018,9,8.999999999999998
ecological,biodiversity breakdown,extinction1900,bio2,2019,9,8.999999999999998
ecological,biodiversity breakdown,extinction1900,bio2,2020,9,8.999999999999998
ecological,biodiversity breakdown,extinction1900,bio2,2021,9,9
ecological,biodiversity breakdown,hanppGtC,bio1,2000,1.6118067978533093,1.6118067978533097
ecological,biodiversity breakdown,hanppGtC,bio1,2001,1.631484794275492,1.631484794275492
ecological,biodiversity breakdown,hanppGtC,bio1,2002,1.6511627906976747,1.6511627906976747
ecological,biodiversity breakdown,hanppGtC,bio1,2003,1.670840787119857,1.670840787119857
ecological,biodiversity breakdown,hanppGtC,bio1,2004,1.6905187835420392,1.6905187835420397
ecological,biodiversity breakdown,hanppGtC,bio1,2005,1.710196779964222,1.710196779964222
ecological,biodiversity breakdown,hanppGtC,bio1,2006,1.7298747763864042,1.7298747763864046
ecological,biodiversity breakdown,hanppGtC,bio1,2007,1.749552772808587,1.749552772808587
ecological,biodiversity breakdown,hanppGtC,bio1,2008,1.7692307692307692,1.7692307692307696
ecological,biodiversity breakdown,hanppGtC,bio1,2009,1.7889087656529519,1.7889087656529519
ecological,biodiversity breakdown,hanppGtC,bio1,2010,1.8085867620751341,1.8085867620751346
ecological,biodiversity breakdown,hanppGtC,bio1,2011,1.8282647584973168,1.8282647584973168
ecological,biodiversity breakdown,hanppGtC,bio1,2012,1.847942754919499,1.8479427549194996
ecological,biodiversity breakdown,hanppGtC,bio1,2013,1.8676207513416818,1.8676207513416818
ecological,biodiversity breakdown,hanppGtC,bio1,2014,1.887298747763864,1.8872987477638645
ecological,biodiversity breakdown,hanppGtC,bio1,2015,1.9069767441860468,1.9069767441860468
ecological,biodiversity breakdown,hanppGtC,bio1,2016,1.926654740608229,1.926654740608229
ecological,biodiversity breakdown,hanppGtC,bio1,2017,1.9463327370304113,1.9463327370304118
ecological,biodiversity breakdown,hanppGtC,bio1,2018,1.9660107334525945,1.9660107334525945
ecological,biodiversity breakdown,hanppGtC,bio1,2019,1.9856887298747767,1.9856887298747767
ecological,biodiversity breakdown,hanppGtC,bio1,2020,2.005366726296959,2.005366726296959
ecological,air pollution,interhemAOD,airPol,2000,-0.2857142857142857,-0.28571428571428614
ecological,air pollution,interhemAOD,airPol,2001,-0.2857142857142857,-0.28571428571428614
ecological,air pollution,interhemAOD,airPol,2002,-0.2857142857142857,-0.28571428571428614
ecological,air pollution,interhemAOD,airPol,2003,-0.2857142857142857,-0.28571428571428614
ecological,air pollution,interhemAOD,airPol,2004,-0.2857142857142857,-0.28571428571428614
ecological,air pollution,interhemAOD,airPol,2005,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2006,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2007,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2008,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2009,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2010,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2011,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2012,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2013,-0.2857142857142857,-0.28571428571428603
ecological,air pollution,interhemAOD,airPol,2014,-0.2857142857142857,-0.2857142857142859
ecological,air pollution,interhemAOD,airPol,2015,-0.2857142857142857,-0.2857142857142859
ecological,air pollution,interhemAOD,airPol,2016,-0.2857142857142857,-0.2857142857142859
ecological,air pollution,interhemAOD,airPol,2017,-0.2857142857142857,-0.2857142857142859
ecological,air pollution,interhemAOD,airPol,2018,-0.2857142857142857,-0.2857142857142859
ecological,air pollution,interhemAOD,airPol,2019,-0.2857142857142857,-0.2857142857142859
ecological,air pollution,interhemAOD,airPol,2020,-0.2857142857142857,-0.2857142857142859
ecological,air pollution,interhemAOD,airPol,2021,-0.2857142857142857,-0.2857142857142859
ecological,ozone depletion,totalOzone,O3dep,2000,-0.5928571428571426,-0.5219649915302086
ecological,ozone depletion,totalOzone,O3dep,2001,-0.6285714285714296,-0.5215737678470594
ecological,ozone depletion,totalOzone,O3dep,2002,-0.3142857142857113,-0.5211825441639103
ecological,ozone depletion,totalOzone,O3dep,2003,-0.7285714285714284,-0.520791320480761
ecological,ozone depletion,totalOzone,O3dep,2004,-0.24999999999999944,-0.5204000967976119
ecological,ozone depletion,totalOzone,O3dep,2005,-0.6357142857142846,-0.5200088731144628
ecological,ozone depletion,totalOzone,O3dep,2006,-0.21428571428571475,-0.5196176494313136
ecological,ozone depletion,totalOzone,O3dep,2007,-0.7000000000000012,-0.5192264257481645
ecological,ozone depletion,totalOzone,O3dep,2008,-0.2928571428571438,-0.5188352020650153
ecological,ozone depletion,totalOzone,O3dep,2009,-0.5714285714285705,-0.5184439783818662
ecological,ozone depletion,totalOzone,O3dep,2010,-0.6928571428571415,-0.518052754698717
ecological,ozone depletion,totalOzone,O3dep,2011,-0.6714285714285693,-0.5176615310155679
ecological,ozone depletion,totalOzone,O3dep,2012,-0.6714285714285693,-0.5172703073324187
ecological,ozone depletion,totalOzone,O3dep,2013,-0.26428571428571423,-0.5168790836492696
ecological,ozone depletion,totalOzone,O3dep,2014,-0.678571428571429,-0.5164878599661205
ecological,ozone depletion,totalOzone,O3dep,2015,-0.6714285714285693,-0.5160966362829713
ecological,ozone depletion,totalOzone,O3dep,2016,-0.2285714285714272,-0.5157054125998222
ecological,ozone depletion,totalOzone,O3dep,2017,-0.5499999999999983,-0.515314188916673
ecological,ozone depletion,totalOzone,O3dep,2018,-0.7357142857142858,-0.5149229652335239
ecological,ozone depletion,totalOzone,O3dep,2019,-0.2571428571428591,-0.5145317415503747
ecological,ozone depletion,totalOzone,O3dep,2020,-0.42857142857142727,-0.5141405178672256
ecological,ozone depletion,totalOzone,O3dep,2021,-0.6142857142857148,-0.5137492941840763
social,food,foodInsecurity,food1,2014,0.21200000000000008,0.20400000000000001
social,food,foodInsecurity,food1,2015,0.21499999999999997,0.21660714285714286
social,food,foodInsecurity,food1,2016,0.22699999999999998,0.22921428571428573
social,food,foodInsecurity,food1,2017,0.2390000000000001,0.2418214285714286
social,food,foodInsecurity,food1,2018,0.25,0.25442857142857145
social,food,foodInsecurity,food1,2019,0.254,0.2670357142857143
social,food,foodInsecurity,food1,2020,0.29500000000000004,0.2796428571428572
social,food,foodInsecurity,food1,2021,0.2929999999999999,0.29225
social,food,undernourishment,food2,2000,0.13,0.1285256916996047
social,food,undernourishment,food2,2001,0.1309999999999999,0.12573969508752114
social,food,undernourishment,food2,2002,0.133,0.12295369847543756
social,food,undernourishment,food2,2003,0.13,0.120167701863354
social,food,undernourishment,food2,2004,0.129,0.11738170525127044
social,food,undernourishment,food2,2005,0.123,0.11459570863918686
social,food,undernourishment,food2,2006,0.11499999999999999,0.1118097120271033
social,food,undernourishment,food2,2007,0.10499999999999998,0.10902371541501973
social,food,undernourishment,food2,2008,0.09999999999999998,0.10623771880293617
social,food,undernourishment,food2,2009,0.09799999999999998,0.1034517221908526
social,food,undernourishment,food2,2010,0.08599999999999997,0.10066572557876903
social,food,undernourishment,food2,2011,0.08299999999999996,0.09787972896668545
social,food,undernourishment,food2,2012,0.08200000000000007,0.09509373235460189
social,food,undernourishment,food2,2013,0.07900000000000007,0.09230773574251833
social,food,undernourishment,food2,2014,0.07799999999999996,0.08952173913043476
social,food,undernourishment,food2,2015,0.07999999999999996,0.0867357425183512
social,food,undernourishment,food2,2016,0.07799999999999996,0.08394974590626762
social,food,undernourishment,food2,2017,0.07599999999999996,0.08116374929418405
social,food,undernourishment,food2,2018,0.07700000000000007,0.07837775268210048
social,food,undernourishment,food2,2019,0.07999999999999996,0.07559175607001692
social,food,undernourishment,food2,2020,0.09299999999999997,0.07280575945793336
social,food,undernourishment,food2,2021,0.09799999999999998,0.07001976284584979
social,health,noUniversalHealth,hlth1,2000,0.72,0.7259486166007898
social,health,noUniversalHealth,hlth1,2001,0.7140000000000001,0.7185206098249569
social,health,noUniversalHealth,hlth1,2002,0.708,0.7110926030491241
social,health,noUniversalHealth,hlth1,2003,0.702,0.7036645962732913
social,health,noUniversalHealth,hlth1,2004,0.696,0.6962365894974585
social,health,noUniversalHealth,hlth1,2005,0.69,0.6888085827216256
social,health,noUniversalHealth,hlth1,2006,0.684,0.6813805759457927
social,health,noUniversalHealth,hlth1,2007,0.6779999999999999,0.6739525691699599
social,health,noUniversalHealth,hlth1,2008,0.672,0.666524562394127
social,health,noUniversalHealth,hlth1,2009,0.6659999999999999,0.6590965556182943
social,health,noUniversalHealth,hlth1,2010,0.6599999999999999,0.6516685488424614
social,health,noUniversalHealth,hlth1,2011,0.65,0.6442405420666286
social,health,noUniversalHealth,hlth1,2012,0.64,0.6368125352907957
social,health,noUniversalHealth,hlth1,2013,0.63,0.6293845285149628
social,health,noUniversalHealth,hlth1,2014,0.62,0.6219565217391301
social,health,noUniversalHealth,hlth1,2015,0.61,0.6145285149632972
social,health,noUniversalHealth,hlth1,2016,0.6,0.6071005081874644
social,health,noUniversalHealth,hlth1,2017,0.5900000000000001,0.5996725014116315
social,health,noUniversalHealth,hlth1,2018,0.585,0.5922444946357988
social,health,noUniversalHealth,hlth1,2019,0.5800000000000001,0.5848164878599659
social,health,noUniversalHealth,hlth1,2020,0.5800000000000001,0.577388481084133
social,health,noUniversalHealth,hlth1,2021,0.5800000000000001,0.5699604743083002
social,health,under5death,hlth2,2000,0.755,0.6881778656126477
social,health,under5death,hlth2,2001,0.7509999999999999,0.6726024844720492
social,health,under5death,hlth2,2002,0.752,0.6570271033314506
social,health,under5death,hlth2,2003,0.734,0.6414517221908522
social,health,under5death,hlth2,2004,0.736,0.6258763410502537
social,health,under5death,hlth2,2005,0.504,0.6103009599096552
social,health,under5death,hlth2,2006,0.46799999999999997,0.5947255787690566
social,health,under5death,hlth2,2007,0.47,0.5791501976284581
social,health,under5death,hlth2,2008,0.469,0.5635748164878596
social,health,under5death,hlth2,2009,0.472,0.547999435347261
social,health,under5death,hlth2,2010,0.473,0.5324240542066625
social,health,under5death,hlth2,2011,0.475,0.5168486730660641
social,health,under5death,hlth2,2012,0.476,0.5012732919254655
social,health,under5death,hlth2,2013,0.474,0.485697910784867
social,health,under5death,hlth2,2014,0.45899999999999996,0.4701225296442685
social,health,under5death,hlth2,2015,0.46099999999999997,0.45454714850366995
social,health,under5death,hlth2,2016,0.4570000000000001,0.4389717673630715
social,health,under5death,hlth2,2017,0.4570000000000001,0.42339638622247294
social,health,under5death,hlth2,2018,0.42399999999999993,0.40782100508187447
social,health,under5death,hlth2,2019,0.42500000000000004,0.39224562394127593
social,health,under5death,hlth2,2020,0.42799999999999994,0.3766702428006774
social,health,under5death,hlth2,2021,0.42200000000000004,0.3610948616600789
social,education,adultLiteracy,edu1,2000,0.19099999999999995,0.18998268398268395
social,education,adultLiteracy,edu1,2001,0.18799999999999994,0.18696060606060602
social,education,adultLiteracy,edu1,2002,0.18400000000000005,0.1839385281385281
social,education,adultLiteracy,edu1,2003,0.17900000000000005,0.18091645021645017
social,education,adultLiteracy,edu1,2004,0.17500000000000004,0.17789437229437227
social,education,adultLiteracy,edu1,2005,0.17599999999999993,0.17487229437229435
social,education,adultLiteracy,edu1,2006,0.17400000000000004,0.17185021645021642
social,education,adultLiteracy,edu1,2007,0.17099999999999993,0.1688281385281385
social,education,adultLiteracy,edu1,2008,0.16599999999999993,0.16580606060606057
social,education,adultLiteracy,edu1,2009,0.16299999999999992,0.16278398268398264
social,education,adultLiteracy,edu1,2010,0.15900000000000003,0.15976190476190472
social,education,adultLiteracy,edu1,2011,0.15700000000000003,0.1567398268398268
social,education,adultLiteracy,edu1,2012,0.15200000000000002,0.1537177489177489
social,education,adultLiteracy,edu1,2013,0.15000000000000002,0.15069567099567097
social,education,adultLiteracy,edu1,2014,0.1459999999999999,0.14767359307359304
